timestamp,signal_type,direction,entry_price,stop_loss,take_profit,confidence,adx,rsi,atr_current,atr_5ago,daily_bias,quarter,outcome,pnl_dollars,strategy_a,strategy_b,strategy_c
2025-08-25 14:30:00-05:00,EMA21_PB_SHORT,SHORT,6465.25,6471.25,6457.25,0.7,27.166991119908282,34.79862923179118,4.418407515619911,4.803973825740756,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-08-31 21:15:00-05:00,EMA21_PB_SHORT,SHORT,6476.25,6482.25,6468.25,0.7,21.756978677972672,39.3292449553854,4.334709267507068,4.466549132592647,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-08-31 21:30:00-05:00,EMA21_PB_SHORT,SHORT,6475.75,6481.75,6467.75,0.7,22.192180863167227,38.64631765652556,4.27508717697085,4.308224194550315,NEUTRAL,2025-Q3,TIMEOUT,28.75,False,False,False
2025-08-31 21:45:00-05:00,EMA21_PB_SHORT,SHORT,6475.75,6481.75,6467.75,0.7,22.596297177990742,38.64631765652556,4.166152378615789,4.14335103779672,NEUTRAL,2025-Q3,TIMEOUT,32.5,False,False,False
2025-09-01 05:30:00-05:00,EMA21_PB_LONG,LONG,6480.25,6474.25,6488.25,0.7,21.08740015539835,55.375853479505146,4.138616062543109,4.6217705295310845,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,True
2025-09-01 20:15:00-05:00,EMA21_PB_SHORT,SHORT,6473.25,6479.25,6465.25,0.7,20.150122372345898,47.11395570763413,3.314737472484855,3.453233339712018,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-09-01 20:45:00-05:00,EMA21_PB_SHORT,SHORT,6469.0,6475.0,6461.0,0.7,20.01796048169596,40.27636513410775,3.5417889431119414,3.4775328286292404,NEUTRAL,2025-Q3,TIMEOUT,7.5,False,False,False
2025-09-08 04:30:00-05:00,EMA21_PB_LONG,LONG,6502.75,6496.75,6510.75,0.7,20.1737196175171,55.028276865352474,3.56240321331076,4.051059259925842,NEUTRAL,2025-Q3,TIMEOUT,18.75,False,False,True
2025-09-08 13:30:00-05:00,EMA21_PB_SHORT,SHORT,6500.75,6506.75,6492.75,0.7,23.323047805083682,47.18200320924975,6.625449980152714,6.4434900742153856,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-09-08 13:45:00-05:00,EMA21_PB_SHORT,SHORT,6500.25,6506.25,6492.25,0.7,23.010692938743706,46.61194957156259,6.491489267284663,6.429669354628572,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-09-08 14:00:00-05:00,EMA21_PB_SHORT,SHORT,6493.75,6499.75,6485.75,0.7,23.97494581413539,39.86829861355517,6.670668605335759,6.720407257869389,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-09-15 05:45:00-05:00,EMA21_PB_LONG,LONG,6656.25,6650.25,6664.25,0.7,20.632101699352525,63.66051207352202,2.997060226105691,3.2533051230297017,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,True
2025-09-17 03:30:00-05:00,EMA21_PB_SHORT,SHORT,6659.25,6665.25,6651.25,0.7,25.3119178281825,31.17478777751083,3.407201145888161,2.4841837823124977,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-09-17 05:00:00-05:00,EMA21_PB_SHORT,SHORT,6664.25,6670.25,6656.25,0.7,34.00423497402309,44.01728330371778,3.5529056711838938,3.770972492610435,NEUTRAL,2025-Q3,TIMEOUT,20.0,False,False,False
2025-09-17 09:15:00-05:00,EMA21_PB_SHORT,SHORT,6660.25,6666.25,6652.25,0.7,30.446477941373363,38.7603845315645,4.595550535891357,3.4797360074529635,NEUTRAL,2025-Q3,TIMEOUT,-5.0,False,False,False
2025-09-17 10:15:00-05:00,EMA21_PB_SHORT,SHORT,6658.0,6664.0,6650.0,0.7,25.671149659944735,37.64968207310432,5.013002885662044,4.564439038652231,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-09-18 10:30:00-05:00,EMA21_PB_LONG,LONG,6702.25,6696.25,6710.25,0.7,23.89966598904495,51.37015943110819,9.358045448368298,8.833904585390059,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,True
2025-09-18 11:15:00-05:00,EMA21_PB_LONG,LONG,6702.75,6696.75,6710.75,0.7,21.574234895606413,51.938619254362564,9.265260878303629,9.293946200474474,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,True
2025-09-24 02:15:00-05:00,EMA21_PB_SHORT,SHORT,6715.5,6721.5,6707.5,0.7,20.31277503467216,38.09859846574434,3.0537649613521767,2.2538509656101056,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-09-24 23:30:00-05:00,EMA21_PB_SHORT,SHORT,6702.0,6708.0,6694.0,0.7,23.560547242999245,51.04570759188926,2.2222478797045793,2.654142398736943,NEUTRAL,2025-Q3,TIMEOUT,26.25,False,False,False
2025-09-24 23:45:00-05:00,EMA21_PB_SHORT,SHORT,6700.0,6706.0,6692.0,0.7,22.89430742429908,44.55053501139895,2.331373031154252,2.5181322273985898,NEUTRAL,2025-Q3,TIMEOUT,27.5,False,False,False
2025-09-25 00:00:00-05:00,EMA21_PB_SHORT,SHORT,6696.5,6702.5,6688.5,0.7,23.337575709391228,35.93356622794394,2.486274957500377,2.4096942111558333,NEUTRAL,2025-Q3,TIMEOUT,25.0,False,False,False
2025-09-25 00:30:00-05:00,EMA21_PB_SHORT,SHORT,6697.25,6703.25,6689.25,0.7,24.131387791367473,40.29677490307956,2.4881656521304274,2.3162669473741624,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-09-25 01:00:00-05:00,EMA21_PB_SHORT,SHORT,6696.75,6702.75,6688.75,0.7,24.4758014268052,40.038609234318244,2.525510179643073,2.331373031154252,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-09-25 01:15:00-05:00,EMA21_PB_SHORT,SHORT,6694.5,6700.5,6686.5,0.7,25.150507029139863,35.591463479541105,2.541545166811425,2.486274957500377,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-09-30 10:15:00-05:00,EMA21_PB_SHORT,SHORT,6699.5,6705.5,6691.5,0.7,21.01473746196367,43.420558016830064,7.642363727721884,5.946841522728126,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-09-30 10:30:00-05:00,EMA21_PB_SHORT,SHORT,6697.5,6703.5,6689.5,0.7,22.67640618466865,41.34579014526521,7.685766318598892,6.057781413961831,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-09-30 12:15:00-05:00,EMA21_PB_SHORT,SHORT,6698.0,6704.0,6690.0,0.7,21.355758091116794,43.20350703253648,8.231755290580512,7.834920958383739,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-10-02 15:00:00-05:00,EMA21_PB_LONG,LONG,6767.0,6761.0,6775.0,0.7,20.624163698162086,54.24303763272074,5.424486253809778,5.919658854244464,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-10-03 09:15:00-05:00,EMA21_PB_LONG,LONG,6786.75,6780.75,6794.75,0.7,27.309802170910622,62.46036523155301,5.576196209990694,3.789792429272932,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,True
2025-10-03 09:30:00-05:00,EMA21_PB_LONG,LONG,6793.5,6787.5,6801.5,0.7,27.609378535327014,68.84000714043883,5.874325052134216,3.8583786843248657,BULLISH,2025-Q4,SL_HIT,-30.0,False,True,True
2025-10-07 02:30:00-05:00,EMA21_PB_SHORT,SHORT,6778.75,6784.75,6770.75,0.7,21.437208470077362,42.96373544551989,3.1258743343254975,2.9011258978334524,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-07 03:00:00-05:00,EMA21_PB_SHORT,SHORT,6778.25,6784.25,6770.25,0.7,23.231021020764018,42.54207448456324,3.1978202168418832,2.9989299833359873,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-07 03:15:00-05:00,EMA21_PB_SHORT,SHORT,6776.0,6782.0,6768.0,0.7,24.550284885921748,38.19784491078874,3.2729759156388916,3.0882921273834167,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-08 01:30:00-05:00,EMA21_PB_SHORT,SHORT,6760.5,6766.5,6752.5,0.7,21.688953259380675,33.4115501705848,3.0381038547846115,3.0259651207959175,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-08 02:00:00-05:00,EMA21_PB_SHORT,SHORT,6763.25,6769.25,6755.25,0.7,22.5679501647886,42.346326626977685,3.2573446502989762,2.866776048033215,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-10 01:00:00-05:00,EMA21_PB_LONG,LONG,6792.5,6786.5,6800.5,0.7,20.151638764553226,63.151904165284655,3.0928011767666304,3.0830474856604786,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-10-10 04:30:00-05:00,EMA21_PB_SHORT,SHORT,6778.5,6784.5,6770.5,0.7,21.334406406309586,36.60534261509341,4.101125558034094,4.047893448365922,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-10 04:45:00-05:00,EMA21_PB_SHORT,SHORT,6773.75,6779.75,6765.75,0.7,23.689447597572336,31.168091090006556,4.379616589603088,3.9551867734826422,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-15 19:15:00-05:00,EMA21_PB_SHORT,SHORT,6710.5,6716.5,6702.5,0.7,22.08673659380219,45.646940500651255,9.286291447435357,10.903461448035575,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,False
2025-10-15 19:30:00-05:00,EMA21_PB_SHORT,SHORT,6705.5,6711.5,6697.5,0.7,22.618639253621676,41.973051026478146,9.212270629761402,10.624642773175891,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-15 21:15:00-05:00,EMA21_PB_SHORT,SHORT,6709.0,6715.0,6701.0,0.7,21.726728293526193,44.714657504666484,7.4669803236991745,8.90751906341672,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-15 21:30:00-05:00,EMA21_PB_SHORT,SHORT,6707.75,6713.75,6699.75,0.7,22.253371054179848,43.48665237742721,7.237196014863519,8.610553416029811,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-15 22:30:00-05:00,EMA21_PB_SHORT,SHORT,6710.0,6716.0,6702.0,0.7,20.743307131004435,46.405222602709884,6.633969059259605,7.4669803236991745,NEUTRAL,2025-Q4,TIMEOUT,-16.25,False,False,False
2025-10-15 22:45:00-05:00,EMA21_PB_SHORT,SHORT,6709.75,6715.75,6701.75,0.7,20.58647053593209,46.10705074757826,6.267256983598204,7.237196014863519,NEUTRAL,2025-Q4,TIMEOUT,-20.0,False,False,False
2025-10-21 03:45:00-05:00,TREND_CONT_SHORT,SHORT,6764.75,6770.75,6757.25,0.7,38.44275073318886,36.344785183900854,3.6991471211703373,3.947717439586297,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-21 06:15:00-05:00,EMA21_PB_LONG,LONG,6776.25,6770.25,6784.25,0.7,26.917207724319656,64.78970164612531,3.476946598476729,3.510629280323486,NEUTRAL,2025-Q4,TIMEOUT,-11.25,False,False,True
2025-10-21 06:45:00-05:00,EMA21_PB_LONG,LONG,6776.0,6770.0,6784.0,0.7,24.463577722930644,62.08725815878493,3.5107345670539143,3.456869124360557,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-10-21 07:15:00-05:00,EMA21_PB_LONG,LONG,6776.75,6770.75,6784.75,0.7,23.21268614726813,63.26442570770504,3.45568439710261,3.5520963368210925,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-10-21 08:15:00-05:00,EMA21_PB_LONG,LONG,6774.0,6768.0,6782.0,0.7,20.601077160878553,53.943002546360255,3.9142883711382668,3.509967812264349,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-10-21 09:45:00-05:00,EMA21_PB_LONG,LONG,6785.75,6779.75,6793.75,0.7,23.352321772643872,65.38344180356603,7.310557494964567,4.420410630342676,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-10-21 18:30:00-05:00,EMA21_PB_SHORT,SHORT,6771.0,6777.0,6763.0,0.7,23.370302468697744,43.769534249698346,5.571955824307635,6.379525924949916,NEUTRAL,2025-Q4,TIMEOUT,7.5,False,False,False
2025-10-21 18:45:00-05:00,EMA21_PB_SHORT,SHORT,6769.75,6775.75,6761.75,0.7,23.649800652612146,42.11502797411281,5.352530408285661,6.227416930310636,NEUTRAL,2025-Q4,TIMEOUT,1.25,False,False,False
2025-10-21 19:15:00-05:00,EMA21_PB_SHORT,SHORT,6769.0,6775.0,6761.0,0.7,25.299161662184474,41.26253495514172,5.3154471377565145,5.9103748021556,NEUTRAL,2025-Q4,TIMEOUT,-25.0,False,False,False
2025-10-22 05:30:00-05:00,EMA21_PB_LONG,LONG,6782.5,6776.5,6790.5,0.7,24.683588638740694,56.5532638057477,4.512795332112118,4.937816998160125,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-10-22 06:15:00-05:00,EMA21_PB_SHORT,SHORT,6770.0,6776.0,6762.0,0.7,26.560769485753873,39.29556397670309,5.2157840177297095,4.775194586354882,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-22 06:30:00-05:00,EMA21_PB_SHORT,SHORT,6767.5,6773.5,6759.5,0.7,27.931217304486793,36.66451409767062,5.307513730749016,4.648394973043819,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-22 09:00:00-05:00,EMA21_PB_SHORT,SHORT,6766.25,6772.25,6758.25,0.7,27.262276298343785,36.85550384334661,6.506387205799928,5.479955702294793,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-10-23 05:15:00-05:00,EMA21_PB_SHORT,SHORT,6740.0,6746.0,6732.0,0.7,21.750556997040388,45.11918214681748,5.095373030018991,5.077642601656734,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,False
2025-10-23 05:30:00-05:00,EMA21_PB_SHORT,SHORT,6739.25,6745.25,6731.25,0.7,22.972299749054198,43.78557047806652,4.927846385017635,5.268525272966968,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,False
2025-10-29 13:00:00-05:00,EMA21_PB_SHORT,SHORT,6930.75,6936.75,6922.75,0.7,20.037108827704156,37.72706371587685,6.755717909762508,5.689823075307402,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-11-04 11:15:00-06:00,EMA21_PB_SHORT,SHORT,6818.5,6824.5,6810.5,0.7,23.750194262810652,45.24007387631987,11.002510092421291,10.641968035881064,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,False
2025-11-04 11:30:00-06:00,EMA21_PB_SHORT,SHORT,6810.5,6816.5,6802.5,0.7,24.246015827925902,39.447642561250774,11.163045085819771,10.435398890460988,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-11-05 22:15:00-06:00,EMA21_PB_LONG,LONG,6826.0,6820.0,6834.0,0.7,34.383074667313096,52.724177547247976,6.92682503825193,7.793730286789153,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-11-05 22:30:00-06:00,EMA21_PB_LONG,LONG,6826.5,6820.5,6834.5,0.7,33.10267869026275,53.24692978590211,6.628480392662507,7.683463837732785,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-11-05 22:45:00-06:00,EMA21_PB_LONG,LONG,6826.5,6820.5,6834.5,0.7,32.09737427840424,53.24692978590211,6.387160364615185,7.491787849323301,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-11-06 00:15:00-06:00,EMA21_PB_SHORT,SHORT,6815.5,6821.5,6807.5,0.7,31.973268328788752,40.24937303445786,5.776639109284805,6.288077481428386,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-11-06 00:45:00-06:00,EMA21_PB_SHORT,SHORT,6815.25,6821.25,6807.25,0.7,32.72510874084473,40.900553286473865,5.771693925862919,6.013699461027538,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-11-24 06:15:00-06:00,EMA21_PB_LONG,LONG,6652.25,6646.25,6660.25,0.7,27.754795371428532,55.43830935107031,9.883053176923548,9.91820729673258,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,True
2025-11-24 06:45:00-06:00,EMA21_PB_LONG,LONG,6657.25,6651.25,6665.25,0.7,24.521167146068787,58.353845354801116,9.556050953571834,9.619525679325543,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,True
2025-11-25 06:00:00-06:00,EMA21_PB_LONG,LONG,6720.5,6714.5,6728.5,0.7,20.3137090000541,58.502426759716165,6.14417138034261,6.185074398012844,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-11-25 08:15:00-06:00,EMA21_PB_LONG,LONG,6716.75,6710.75,6724.75,0.7,23.406007159935058,50.827108206519775,7.830382501722221,7.454157871563028,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-11-27 11:00:00-06:00,EMA21_PB_SHORT,SHORT,6826.0,6832.0,6818.0,0.7,20.849873480887613,44.48213682411547,2.627482109688947,2.7518332911241203,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-11-27 17:00:00-06:00,EMA21_PB_LONG,LONG,6832.5,6826.5,6840.5,0.7,21.57325007400596,63.397423534236346,2.627518912297637,2.675749964280404,NEUTRAL,2025-Q4,TIMEOUT,18.75,False,False,True
2025-11-27 17:15:00-06:00,EMA21_PB_LONG,LONG,6834.75,6828.75,6842.75,0.7,21.78663494082329,67.71335375234395,2.779124704276377,2.627482109688947,NEUTRAL,2025-Q4,TIMEOUT,7.5,False,False,True
2025-11-27 17:45:00-06:00,EMA21_PB_LONG,LONG,6836.5,6830.5,6844.5,0.7,22.8752241402128,69.00045314265336,2.77766364807504,2.45558406396649,NEUTRAL,2025-Q4,TIMEOUT,17.5,False,False,True
2025-11-28 08:30:00-06:00,EMA21_PB_LONG,LONG,6838.5,6832.5,6846.5,0.7,25.584366411576408,59.702397756260915,2.395243538327462,0.12808741548434552,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,True
2025-11-28 09:00:00-06:00,EMA21_PB_LONG,LONG,6842.5,6836.5,6850.5,0.7,30.335867945354714,68.97252158544313,3.098449785598679,1.16911618988191,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,True
2025-12-01 18:45:00-06:00,EMA21_PB_SHORT,SHORT,6826.5,6832.5,6818.5,0.7,28.90654845311207,45.457010652296624,6.438479214572591,7.760098884434365,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-12-01 21:15:00-06:00,EMA21_PB_SHORT,SHORT,6819.25,6825.25,6811.25,0.7,25.655395691749487,37.967212139028696,5.364554017721378,5.745106694785472,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-12-01 22:15:00-06:00,EMA21_PB_SHORT,SHORT,6824.25,6830.25,6816.25,0.7,25.765503900555675,45.63349024986303,5.112831302065294,5.142596634469176,NEUTRAL,2025-Q4,TIMEOUT,17.5,False,False,False
2025-12-02 03:45:00-06:00,EMA21_PB_LONG,LONG,6834.5,6828.5,6842.5,0.7,23.018183044922548,63.32122788519611,4.855609206798887,4.467728764176551,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,True
2025-12-02 13:45:00-06:00,EMA21_PB_LONG,LONG,6848.0,6842.0,6856.0,0.7,21.852775842759254,55.503117754788974,11.381801353434957,12.111033418647274,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-12-02 14:00:00-06:00,EMA21_PB_LONG,LONG,6849.0,6843.0,6857.0,0.7,20.62847762745147,56.07641775055976,11.050958399618175,11.92453103160104,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-12-04 17:45:00-06:00,EMA21_PB_LONG,LONG,6863.75,6857.75,6871.75,0.7,21.118748169583014,51.55223397989844,7.017293642459865,8.663166113991737,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,True
2025-12-04 18:15:00-06:00,EMA21_PB_LONG,LONG,6868.25,6862.25,6876.25,0.7,20.054278168088693,56.26147846065448,6.678176661100599,7.923852414615324,NEUTRAL,2025-Q4,TIMEOUT,36.25,False,False,True
2025-12-05 08:45:00-06:00,EMA21_PB_LONG,LONG,6889.75,6883.75,6897.75,0.7,22.16092103217137,65.18578568036939,5.668803369421307,3.991116862843212,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,True
2025-12-09 05:00:00-06:00,EMA21_PB_SHORT,SHORT,6856.25,6862.25,6848.25,0.7,20.2477168514238,40.817587107486496,4.84296984258093,3.239157922762471,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-12-09 06:30:00-06:00,EMA21_PB_SHORT,SHORT,6857.25,6863.25,6849.25,0.7,28.30399996155213,43.05303098262222,4.4038182994142305,5.068471996682293,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,False
2025-12-09 07:00:00-06:00,EMA21_PB_SHORT,SHORT,6858.5,6864.5,6850.5,0.7,31.434395208673717,46.11722877124853,4.515282105107168,4.763121262445447,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,False
2025-12-09 07:15:00-06:00,EMA21_PB_SHORT,SHORT,6857.25,6863.25,6849.25,0.7,33.07057717824432,43.5854850614812,4.532047669028085,4.601469743699344,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,False
2025-12-09 10:45:00-06:00,EMA21_PB_LONG,LONG,6868.75,6862.75,6876.75,0.7,23.52559884377466,62.97543392394763,6.66714388130693,6.371760956495323,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-12-09 13:15:00-06:00,EMA21_PB_SHORT,SHORT,6856.0,6862.0,6848.0,0.7,23.84254133134116,42.855074205305584,6.48998072452463,6.802790230860085,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,False
2025-12-09 13:30:00-06:00,EMA21_PB_SHORT,SHORT,6852.75,6858.75,6844.75,0.7,25.24587184662219,38.79795393859086,6.454982101344299,6.602590928655793,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,False
2025-12-09 14:00:00-06:00,EMA21_PB_SHORT,SHORT,6853.75,6859.75,6845.75,0.7,27.433459011082668,41.30766441623276,6.16526517922034,6.853764627259332,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,False
2025-12-23 02:00:00-06:00,EMA21_PB_LONG,LONG,6930.5,6924.5,6938.5,0.7,23.063208816564924,60.970086824987604,2.610107744491308,2.3995485710026663,NEUTRAL,2025-Q4,TIMEOUT,27.5,False,False,True
2025-12-23 03:00:00-06:00,EMA21_PB_LONG,LONG,6930.75,6924.75,6938.75,0.7,21.878086178833907,60.545516035243,2.5653643609541925,2.34934680175987,NEUTRAL,2025-Q4,TIMEOUT,7.5,False,False,True
2025-12-23 03:15:00-06:00,EMA21_PB_LONG,LONG,6934.0,6928.0,6942.0,0.7,22.6566972255638,68.58604377604355,2.66783833517175,2.610107744491308,NEUTRAL,2025-Q4,TIMEOUT,-6.25,False,False,True
2025-12-23 05:15:00-06:00,EMA21_PB_LONG,LONG,6931.25,6925.25,6939.25,0.7,20.799039626273203,52.463580761625664,2.5878877529168314,2.5464616699607636,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-12-23 09:30:00-06:00,EMA21_PB_LONG,LONG,6942.0,6936.0,6950.0,0.7,30.00302642010295,62.86994192784193,6.537905845572619,4.058889269362062,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,True
2025-12-26 03:45:00-06:00,EMA21_PB_LONG,LONG,6979.25,6973.25,6987.25,0.7,23.859690710724983,51.363992883594584,2.2012298977068028,2.0747381946448313,NEUTRAL,2025-Q4,TIMEOUT,-3.75,False,False,True
2025-12-26 04:00:00-06:00,EMA21_PB_LONG,LONG,6981.0,6975.0,6989.0,0.7,23.455204157900834,57.382149898887995,2.240427762156317,2.140828323598772,NEUTRAL,2025-Q4,TIMEOUT,-17.5,False,False,True
2025-12-26 04:30:00-06:00,EMA21_PB_LONG,LONG,6981.25,6975.25,6989.25,0.7,22.369844184105826,58.000104987956995,2.1907259785939677,2.2910713606540436,NEUTRAL,2025-Q4,TIMEOUT,-13.75,False,False,True
2025-12-26 09:15:00-06:00,EMA21_PB_LONG,LONG,6984.0,6978.0,6992.0,0.7,22.388971290821008,53.35411434815673,5.051405527938551,2.6689444095580113,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-12-26 09:45:00-06:00,EMA21_PB_LONG,LONG,6984.75,6978.75,6992.75,0.7,21.448550645679006,54.01666757627791,5.043048643987832,3.4326612510984895,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,True
2025-12-26 11:30:00-06:00,EMA21_PB_SHORT,SHORT,6972.75,6978.75,6964.75,0.7,21.162693311578558,43.13583187703961,5.61925980867781,5.525638881805834,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-12-26 12:15:00-06:00,EMA21_PB_SHORT,SHORT,6973.5,6979.5,6965.5,0.7,21.769552560317848,44.26460829091129,5.3767360785951706,5.339496582845269,NEUTRAL,2025-Q4,SL_HIT,-30.0,False,False,False
2025-12-31 09:30:00-06:00,EMA21_PB_SHORT,SHORT,6923.25,6929.25,6915.25,0.7,34.1934818430592,36.04987548724906,5.566154072050242,3.4757967363951097,NEUTRAL,2025-Q4,TP_HIT,40.0,False,False,False
2026-01-15 20:00:00-06:00,EMA21_PB_LONG,LONG,6995.25,6989.25,7003.25,0.7,20.4990148840613,56.37547973998435,4.531028512884346,5.078875386590941,NEUTRAL,2026-Q1,TIMEOUT,17.5,False,False,True
2026-01-16 07:00:00-06:00,EMA21_PB_SHORT,SHORT,6990.75,6996.75,6982.75,0.7,26.094923481589984,35.920905087336365,4.328466245695377,3.6316137932168666,NEUTRAL,2026-Q1,SL_HIT,-30.0,False,False,False
